Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:HDN,"HomeCo Daily Needs REIT (ASX:HDN)",https://www.listcorp.com/asx/hdn/homeco-daily-needs-reit,"	2274290000",1.1,0.01,0.46,"Real Estate"
ASX:PPT,"Perpetual Limited (ASX:PPT)",https://www.listcorp.com/asx/ppt/perpetual-limited,"	2241760000",19.55,-0.23,-1.16,Financials
ASX:VAP,"Vanguard Australian Property Securities Index ETF (ASX:VAP)",https://www.listcorp.com/asx/vap/vanguard-australian-property-securities-index-etf,"	2235820000",72.19,0.02,0.03,Financials
ASX:BWP,"BWP Trust (ASX:BWP)",https://www.listcorp.com/asx/bwp/bwp-trust,"	2216220000",3.45,0.00,0,"Real Estate"
ASX:HYGG,"Hyperion Global Growth Companies Fund (Managed Fund) (ASX:HYGG)",https://www.listcorp.com/asx/hygg/hyperion-global-growth-companies-fund-managed-fund,"	2151960000",3.89,-0.07,-1.77,Financials
ASX:SNZ,"Summerset Group Holdings Limited (ASX:SNZ)",https://www.listcorp.com/asx/snz/summerset-group-holdings-limited,"	2136650000",9.12,0.00,0,"Health Care"
ASX:AIZ,"Air New Zealand Limited (ASX:AIZ)",https://www.listcorp.com/asx/aiz/air-new-zealand-limited,"	2088450000",0.62,0.00,0,Industrials
ASX:HBRD,"BetaShares Active Australian Hybrids Fund (managed fund) (ASX:HBRD)",https://www.listcorp.com/asx/hbrd/betashares-active-australian-hybrids-fund,"	2085950000",10.04,-0.01,-0.1,Financials
ASX:PXA,"PEXA Group Limited (ASX:PXA)",https://www.listcorp.com/asx/pxa/pexa-group-limited,"	2014700000",11.4,0.04,0.35,"Real Estate"
ASX:GOR,"Gold Road Resources Limited (ASX:GOR)",https://www.listcorp.com/asx/gor/gold-road-resources,"	2008100000",1.86,0.00,0,Materials
ASX:VUK,"Virgin Money UK PLC (ASX:VUK)",https://www.listcorp.com/asx/vuk/virgin-money-uk-plc,"	2007950000",2.94,-0.03,-1.01,Financials
ASX:IAF,"iShares Core Composite Bond ETF (ASX:IAF)",https://www.listcorp.com/asx/iaf/ishares-core-composite-bond-etf,"	2005240000",97,-0.26,-0.27,Financials
ASX:VDHG,"Vanguard Diversified High Growth Index ETF (ASX:VDHG)",https://www.listcorp.com/asx/vdhg/vanguard-diversified-high-growth-index-etf,"	1989300000",55.61,-0.46,-0.82,Financials
ASX:TAH,"Tabcorp Holdings Limited (ASX:TAH)",https://www.listcorp.com/asx/tah/tabcorp-holdings-limited,"	1962870000",0.845,-0.01,-1.74,"Consumer Discretionary"
ASX:LOV,"Lovisa Holdings Limited (ASX:LOV)",https://www.listcorp.com/asx/lov/lovisa-holdings-limited,"	1960210000",17.92,0.05,0.28,"Consumer Discretionary"
ASX:RMS,"Ramelius Resources Limited (ASX:RMS)",https://www.listcorp.com/asx/rms/ramelius-resources,"	1943620000",1.73,0.00,0,Materials
ASX:CEN,"Contact Energy Limited (ASX:CEN)",https://www.listcorp.com/asx/cen/contact-energy-limited,"	1882940000",7.1,-0.30,-4.05,Utilities
ASX:BAP,"Bapcor Limited (ASX:BAP)",https://www.listcorp.com/asx/bap/bapcor-limited,"	1873560000",5.47,-0.05,-0.91,"Consumer Discretionary"
ASX:CIP,"Centuria Industrial REIT (ASX:CIP)",https://www.listcorp.com/asx/cip/centuria-industrial-reit,"	1866700000",2.93,-0.01,-0.34,"Real Estate"
ASX:MVW,"Vaneck Vectors Australian Equal Weight ETF (ASX:MVW)",https://www.listcorp.com/asx/mvw/vaneck-vectors-australian-equal-weight-etf,"	1860470000",32.71,-0.27,-0.82,Financials
ASX:CQR,"Charter Hall Retail REIT (ASX:CQR)",https://www.listcorp.com/asx/cqr/charter-hall-retail-reit,"	1836690000",3.2,0.04,1.27,"Real Estate"
ASX:MP1,"Megaport Limited (ASX:MP1)",https://www.listcorp.com/asx/mp1/megaport-limited,"	1834000000",11.64,0.11,0.95,"Information Technology"
ASX:IVC,"InvoCare Limited (ASX:IVC)",https://www.listcorp.com/asx/ivc/invocare-limited,"	1818050000",12.63,0.01,0.08,"Consumer Discretionary"
ASX:APM,"APM Human Services International Limited (ASX:APM)",https://www.listcorp.com/asx/apm/apm-human-services-international,"	1816020000",1.99,0.01,0.51,Industrials
ASX:DDR,"Dicker Data Limited (ASX:DDR)",https://www.listcorp.com/asx/ddr/dicker-data-limited,"	1809640000",9.96,-0.08,-0.8,"Information Technology"
ASX:CMM,"Capricorn Metals Ltd (ASX:CMM)",https://www.listcorp.com/asx/cmm/capricorn-metals-ltd,"	1808360000",4.69,-0.12,-2.49,Materials
ASX:NUF,"Nufarm Limited (ASX:NUF)",https://www.listcorp.com/asx/nuf/nufarm-limited,"	1792690000",4.72,0.02,0.43,Materials
ASX:EMR,"Emerald Resources NL (ASX:EMR)",https://www.listcorp.com/asx/emr/emerald-resources-nl,"	1789740000",2.91,0.03,1.04,Materials
ASX:MXT,"Metrics Master Income Trust (ASX:MXT)",https://www.listcorp.com/asx/mxt/metrics-master-income-trust,"	1783490000",2.02,0.00,0,Financials
ASX:LNW,"Light & Wonder Inc (ASX:LNW)",https://www.listcorp.com/asx/lnw/light-and-wonder-inc,"	1740500000",119,0.00,0,"Consumer Discretionary"
ASX:EVT,"EVT Limited (ASX:EVT)",https://www.listcorp.com/asx/evt/evt-limited,"	1738140000",10.48,-0.27,-2.51,"Communication Services"
ASX:WLE,"WAM Leaders Limited (ASX:WLE)",https://www.listcorp.com/asx/wle/wam-leaders-limited,"	1735120000",1.395,0.02,1.09,Financials
ASX:VAF,"Vanguard Australian Fixed Interest Index ETF (ASX:VAF)",https://www.listcorp.com/asx/vaf/vanguard-australian-fixed-interest-index-etf,"	1724050000",43.51,-0.11,-0.25,Financials
ASX:BGL,"Bellevue Gold Limited (ASX:BGL)",https://www.listcorp.com/asx/bgl/bellevue-gold-limited,"	1716970000",1.495,-0.00,-0.33,Materials
ASX:SGR,"The Star Entertainment Group Limited (ASX:SGR)",https://www.listcorp.com/asx/sgr/star-entertainment-group,"	1706870000",0.61,0.01,2.52,"Consumer Discretionary"
ASX:LSF,"L1 Long Short Fund Limited (ASX:LSF)",https://www.listcorp.com/asx/lsf/l1-long-short-fund-limited,"	1703510000",2.71,-0.04,-1.45,Financials
ASX:MFF,"MFF Capital Investments Limited (ASX:MFF)",https://www.listcorp.com/asx/mff/mff-capital-investments,"	1691110000",2.89,-0.04,-1.37,Financials
ASX:PSI,"PSC Insurance Group Limited (ASX:PSI)",https://www.listcorp.com/asx/psi/psc-insurance-group-limited,"	1685500000",4.68,-0.01,-0.21,Financials
ASX:PNI,"Pinnacle Investment Management Group Limited (ASX:PNI)",https://www.listcorp.com/asx/pni/pinnacle-investment-management-group-limited,"	1683480000",8.09,-0.21,-2.53,Financials
ASX:IPH,"IPH Limited (ASX:IPH)",https://www.listcorp.com/asx/iph/iph-limited,"	1675350000",7,0.02,0.29,Industrials
ASX:WAM,"WAM Capital Limited (ASX:WAM)",https://www.listcorp.com/asx/wam/wam-capital-limited,"	1661910000",1.5,-0.01,-0.66,Financials
ASX:JLG,"Johns Lyng Group Limited (ASX:JLG)",https://www.listcorp.com/asx/jlg/johns-lyng-group-limited,"	1660660000",5.85,-0.16,-2.66,Industrials
ASX:LIC,"Lifestyle Communities Limited (ASX:LIC)",https://www.listcorp.com/asx/lic/lifestyle-communities-limited,"	1642400000",15.5,-0.21,-1.34,"Real Estate"
ASX:360,"Life360, Inc. (ASX:360)",https://www.listcorp.com/asx/360/life360-inc.,"	1633510000",7.9,-0.16,-1.99,"Information Technology"
ASX:HMC,"HMC Capital Limited (ASX:HMC)",https://www.listcorp.com/asx/hmc/hmc-capital-limited,"	1620850000",4.64,-0.01,-0.22,"Real Estate"
ASX:KLS,"Kelsian Group Limited (ASX:KLS)",https://www.listcorp.com/asx/kls/kelsian-group-limited,"	1605380000",5.91,-0.05,-0.84,Industrials
ASX:GOZ,"Growthpoint Properties Australia (ASX:GOZ)",https://www.listcorp.com/asx/goz/growthpoint-properties,"	1598170000",2.19,0.07,3.3,"Real Estate"
ASX:INA,"Ingenia Communities Group (ASX:INA)",https://www.listcorp.com/asx/ina/ingenia-communities-group,"	1589570000",3.87,-0.03,-0.77,"Real Estate"
ASX:GMD,"Genesis Minerals Limited (ASX:GMD)",https://www.listcorp.com/asx/gmd/genesis-minerals-limited,"	1587870000",1.5,-0.03,-1.96,Materials
ASX:BOE,"Boss Energy Limited (ASX:BOE)",https://www.listcorp.com/asx/boe/boss-energy-limited,"	1570550000",4.34,-0.11,-2.47,Energy
ASX:GNC,"GrainCorp Limited (ASX:GNC)",https://www.listcorp.com/asx/gnc/graincorp-limited,"	1547930000",7.01,0.11,1.59,"Consumer Staples"
ASX:MAQ,"Macquarie Technology Group Limited (ASX:MAQ)",https://www.listcorp.com/asx/maq/macquarie-technology-group-limited,"	1526390000",62.86,0.16,0.26,"Information Technology"
ASX:WPR,"Waypoint REIT (ASX:WPR)",https://www.listcorp.com/asx/wpr/waypoint-reit,"	1525020000",2.27,0.00,0,"Real Estate"
ASX:GUD,"GUD Holdings Limited (ASX:GUD)",https://www.listcorp.com/asx/gud/gud-holdings-limited,"	1524480000",10.77,-0.05,-0.46,"Consumer Discretionary"
ASX:KAR,"Karoon Energy Ltd (ASX:KAR)",https://www.listcorp.com/asx/kar/karoon-energy-ltd,"	1523940000",2.61,-0.08,-2.97,Energy
ASX:UMG,"United Malt Group Limited (ASX:UMG)",https://www.listcorp.com/asx/umg/united-malt-group-limited,"	1492790000",4.98,0.00,0,"Consumer Staples"
ASX:CGC,"Costa Group Holdings Limited (ASX:CGC)",https://www.listcorp.com/asx/cgc/costa-group-holdings-limited,"	1440600000",3.09,-0.01,-0.32,"Consumer Staples"
ASX:CDA,"Codan Limited (ASX:CDA)",https://www.listcorp.com/asx/cda/codan-limited,"	1439650000",7.87,-0.07,-0.88,"Information Technology"
ASX:NEU,"Neuren Pharmaceuticals Limited (ASX:NEU)",https://www.listcorp.com/asx/neu/neuren-pharmaceuticals-limited,"	1430190000",11.3,0.00,0,"Health Care"
ASX:MND,"Monadelphous Group Limited (ASX:MND)",https://www.listcorp.com/asx/mnd/monadelphous-group-limited,"	1374240000",14.05,-0.13,-0.92,Industrials
ASX:DBI,"Dalrymple Bay Infrastructure Limited (ASX:DBI)",https://www.listcorp.com/asx/dbi/dalrymple-bay-infrastructure-limited,"	1373260000",2.76,-0.01,-0.36,Industrials
ASX:ASK,"Abacus Storage King (ASX:ASK)",https://www.listcorp.com/asx/ask/abacus-storage-king,"	1366670000",1.025,-0.01,-1.44,"Real Estate"
ASX:BKI,"BKI Investment Company Limited (ASX:BKI)",https://www.listcorp.com/asx/bki/bki-investment-company-limited,"	1364800000",1.69,-0.01,-0.59,Financials
ASX:IFL,"Insignia Financial Ltd (ASX:IFL)",https://www.listcorp.com/asx/ifl/insignia-financial-ltd,"	1359920000",2.09,0.05,2.45,Financials
ASX:FRW,"Freightways Group Limited (ASX:FRW)",https://www.listcorp.com/asx/frw/freightways-group-limited,"	1358280000",7.61,0.00,0,Industrials
ASX:SKC,"SkyCity Entertainment Group Limited (ASX:SKC)",https://www.listcorp.com/asx/skc/skycity-entertainment-group,"	1337960000",1.8,0.04,2.27,"Consumer Discretionary"
ASX:IXJ,"iShares Global Healthcare ETF (ASX:IXJ)",https://www.listcorp.com/asx/ixj/ishares-global-healthcare-etf,"	1294180000",128.04,-0.30,-0.23,Financials
ASX:ABC,"Adbri Limited (ASX:ABC)",https://www.listcorp.com/asx/abc/adbri-limited,"	1280530000",1.93,-0.03,-1.53,Materials
ASX:ING,"Inghams Group Limited (ASX:ING)",https://www.listcorp.com/asx/ing/inghams-group,"	1259990000",3.43,0.04,1.18,"Consumer Staples"
ASX:HLS,"Healius Limited (ASX:HLS)",https://www.listcorp.com/asx/hls/healius-limited,"	1248120000",2.23,0.04,1.83,"Health Care"
ASX:RRL,"Regis Resources Limited (ASX:RRL)",https://www.listcorp.com/asx/rrl/regis-resources-limited,"	1238760000",1.645,0.00,0.3,Materials
ASX:RDX,"Redox Limited (ASX:RDX)",https://www.listcorp.com/asx/rdx/redox-limited,"	1233940000",2.3,-0.05,-2.13,Industrials
ASX:LFS,"Latitude Financial Services Group Limited (ASX:LFS)",https://www.listcorp.com/asx/lfs/latitude-financial-services-group-limited,"	1232020000",1.18,-0.00,-0.42,Financials
ASX:QPON,"BetaShares Australian Bank Senior Floating Rate Bond ETF (ASX:QPON)",https://www.listcorp.com/asx/qpon/betashares-australian-bank-senior-floating-rate-bond-etf,"	1207790000",25.92,-0.03,-0.12,Financials
ASX:NWH,"NRW Holdings Limited (ASX:NWH)",https://www.listcorp.com/asx/nwh/nrw-holdings-limited,"	1206160000",2.62,-0.05,-1.87,Industrials
ASX:AUI,"Australian United Investment Company Limited (ASX:AUI)",https://www.listcorp.com/asx/aui/australian-united-investment-company-limited,"	1192720000",9.42,-0.01,-0.11,Financials
ASX:LFG,"Liberty Financial Group Limited (ASX:LFG)",https://www.listcorp.com/asx/lfg/liberty-financial-group-limited,"	1178760000",3.84,-0.04,-1.03,Financials
ASX:ARF,"Arena REIT (ASX:ARF)",https://www.listcorp.com/asx/arf/arena-reit,"	1177520000",3.31,-0.03,-0.9,"Real Estate"
ASX:MAD,"Mader Group Limited (ASX:MAD)",https://www.listcorp.com/asx/mad/mader-group-limited,"	1176000000",5.61,-0.27,-4.59,Industrials
ASX:MFG,"Magellan Financial Group Limited (ASX:MFG)",https://www.listcorp.com/asx/mfg/magellan-financial-group-limited,"	1168420000",6.4,-0.04,-0.62,Financials
ASX:IHVV,"iShares S&P 500 (AUD Hedged) ETF (ASX:IHVV)",https://www.listcorp.com/asx/ihvv/ishares-s-and-p-500-aud-hedged-etf,"	1165740000",39.42,-0.40,-1,Financials
ASX:NAN,"Nanosonics Limited (ASX:NAN)",https://www.listcorp.com/asx/nan/nanosonics,"	1162010000",3.91,0.07,1.82,"Health Care"
ASX:MGH,"MAAS Group Holdings Limited (ASX:MGH)",https://www.listcorp.com/asx/mgh/maas-group-holdings-limited,"	1150270000",3.46,-0.03,-0.86,Industrials
ASX:SDR,"SiteMinder Limited (ASX:SDR)",https://www.listcorp.com/asx/sdr/siteminder-limited,"	1147030000",4,-0.17,-4.08,"Information Technology"
ASX:AD8,"Audinate Group Limited (ASX:AD8)",https://www.listcorp.com/asx/ad8/audinate-group-limited,"	1146070000",13.68,-0.11,-0.8,"Information Technology"
ASX:HLI,"Helia Group Limited (ASX:HLI)",https://www.listcorp.com/asx/hli/helia-group-limited,"	1143240000",3.56,-0.11,-3,Financials
ASX:CKF,"Collins Foods Limited (ASX:CKF)",https://www.listcorp.com/asx/ckf/collins-foods-limited,"	1109110000",9.46,0.02,0.21,"Consumer Discretionary"
ASX:SIQ,"Smartgroup Corporation Ltd (ASX:SIQ)",https://www.listcorp.com/asx/siq/smartgroup-corporation-ltd,"	1097230000",7.98,-0.28,-3.39,Industrials
ASX:HSN,"Hansen Technologies Limited (ASX:HSN)",https://www.listcorp.com/asx/hsn/hansen-technologies-limited,"	1089170000",5.37,0.01,0.19,"Information Technology"
ASX:AZS,"Azure Minerals Limited (ASX:AZS)",https://www.listcorp.com/asx/azs/azure-minerals-limited,"	1087670000",2.44,0.00,0,Materials
ASX:HGH,"Heartland Group Holdings Limited (ASX:HGH)",https://www.listcorp.com/asx/hgh/heartland-group-holdings-limited,"	1085420000",1.5,-0.02,-1.15,Financials
ASX:DTL,"Data#3 Limited (ASX:DTL)",https://www.listcorp.com/asx/dtl/data-3-limited,"	1073650000",7.11,0.17,2.45,"Information Technology"
ASX:RED,"Red 5 Limited (ASX:RED)",https://www.listcorp.com/asx/red/red-5-limited,"	1073280000",0.3,-0.01,-3.23,Materials
ASX:STX,"Strike Energy Limited (ASX:STX)",https://www.listcorp.com/asx/stx/strike-energy,"	1066500000",0.41,-0.01,-2.38,Energy
ASX:NWS,"News Corporation (ASX:NWS)",https://www.listcorp.com/asx/nws/news-corp,"	1056780000",34.95,-0.53,-1.49,"Communication Services"
ASX:MMS,"McMillan Shakespeare Limited (ASX:MMS)",https://www.listcorp.com/asx/mms/mcmillan-shakespeare-limited,"	1055090000",15.07,-0.08,-0.53,Industrials
ASX:CNI,"Centuria Capital Group (ASX:CNI)",https://www.listcorp.com/asx/cni/centuria-capital,"	1054650000",1.3,-0.01,-0.76,"Real Estate"
ASX:DYL,"Deep Yellow Limited (ASX:DYL)",https://www.listcorp.com/asx/dyl/deep-yellow-limited,"	1046620000",1.28,-0.10,-7.25,Energy
ASX:OCL,"Objective Corporation Limited (ASX:OCL)",https://www.listcorp.com/asx/ocl/objective-corporation-limited,"	1036580000",11.04,0.16,1.47,"Information Technology"
ASX:AX1,"Accent Group Limited (ASX:AX1)",https://www.listcorp.com/asx/ax1/accent-group-limited,"	1036020000",1.865,0.03,1.36,"Consumer Discretionary"
ASX:DUI,"Diversified United Investment Limited (ASX:DUI)",https://www.listcorp.com/asx/dui/diversified-united-investment-limited,"	1029210000",4.69,-0.04,-0.85,Financials
ASX:PWH,"PWR Holdings Limited (ASX:PWH)",https://www.listcorp.com/asx/pwh/pwr-holdings-limited,"	1022930000",10.16,-0.02,-0.2,"Consumer Discretionary"
ASX:PRN,"Perenti Limited (ASX:PRN)",https://www.listcorp.com/asx/prn/perenti-limited,"	1022680000",1.06,0.00,0,Materials
ASX:SUBD,"VanEck Australian Subordinated Debt ETF (ASX:SUBD)",https://www.listcorp.com/asx/subd/vaneck-australian-subordinated-debt-etf,"	1018020000",24.93,-0.01,-0.04,Financials
ASX:VGB,"Vanguard Australian Government Bond Index ETF (ASX:VGB)",https://www.listcorp.com/asx/vgb/vanguard-australian-government-bond-index-etf,"	1006420000",44.32,-0.11,-0.25,Financials
ASX:IRE,"Iress Limited (ASX:IRE)",https://www.listcorp.com/asx/ire/iress-limited,"	1004930000",5.35,-0.03,-0.56,"Information Technology"
ASX:BGP,"Briscoe Group Limited (ASX:BGP)",https://www.listcorp.com/asx/bgp/briscoe-group-limited,"	984625000",4.42,0.00,0,"Consumer Discretionary"
ASX:CMW,"Cromwell Property Group (ASX:CMW)",https://www.listcorp.com/asx/cmw/cromwell-property-group,"	968981000",0.365,-0.00,-1.35,"Real Estate"
ASX:ABB,"Aussie Broadband Limited (ASX:ABB)",https://www.listcorp.com/asx/abb/aussie-broadband-limited,"	968798000",4.06,0.01,0.25,"Communication Services"
ASX:ELD,"Elders Limited (ASX:ELD)",https://www.listcorp.com/asx/eld/elders-limited,"	965460000",6.23,0.06,0.97,"Consumer Staples"
ASX:CQE,"Charter Hall Social Infrastructure REIT (ASX:CQE)",https://www.listcorp.com/asx/cqe/charter-hall-social-infrastructure-reit,"	964448000",2.61,0.00,0,"Real Estate"
ASX:TUA,"Tuas Limited (ASX:TUA)",https://www.listcorp.com/asx/tua/tuas-limited,"	953168000",2.04,-0.01,-0.49,"Communication Services"
ASX:WGX,"Westgold Resources Limited (ASX:WGX)",https://www.listcorp.com/asx/wgx/westgold-resources-limited,"	951982000",2.01,0.00,0,Materials
ASX:ABG,"Abacus Group (ASX:ABG)",https://www.listcorp.com/asx/abg/abacus-group,"	947277000",1.055,-0.00,-0.47,"Real Estate"
ASX:SLR,"Silver Lake Resources Limited (ASX:SLR)",https://www.listcorp.com/asx/slr/silver-lake-resources-limited,"	939418000",0.98,-0.03,-2.49,Materials
ASX:JDO,"Judo Capital Holdings Limited (ASX:JDO)",https://www.listcorp.com/asx/jdo/judo-capital-holdings-limited,"	937359000",0.8,-0.05,-5.33,Financials
ASX:VSL,"Vulcan Steel Limited (ASX:VSL)",https://www.listcorp.com/asx/vsl/vulcan-steel-limited,"	935629000",7.27,0.15,2.11,Materials
ASX:CTT,"Cettire Limited (ASX:CTT)",https://www.listcorp.com/asx/ctt/cettire-limited,"	930221000",2.4,-0.04,-1.64,"Consumer Discretionary"
ASX:JIN,"Jumbo Interactive Limited (ASX:JIN)",https://www.listcorp.com/asx/jin/jumbo-interactive-limited,"	917154000",14.42,-0.14,-0.96,"Consumer Discretionary"
ASX:GEM,"G8 Education Limited (ASX:GEM)",https://www.listcorp.com/asx/gem/g8-education-limited,"	902599000",1.12,0.01,0.45,"Consumer Discretionary"
ASX:BGA,"Bega Cheese Limited (ASX:BGA)",https://www.listcorp.com/asx/bga/bega-cheese-limited,"	889192000",2.95,0.03,1.03,"Consumer Staples"
ASX:VIF,"Vanguard International Fixed Interest Index (Hedged) ETF (ASX:VIF)",https://www.listcorp.com/asx/vif/vanguard-international-fixed-interest-index-hedged-etf,"	881187000",36.74,-0.07,-0.19,Financials
ASX:NCK,"Nick Scali Limited (ASX:NCK)",https://www.listcorp.com/asx/nck/nick-scali-limited,"	874800000",10.82,0.02,0.19,"Consumer Discretionary"
ASX:IEM,"iShares MSCI Emerging Markets ETF (ASX:IEM)",https://www.listcorp.com/asx/iem/ishares-msci-emerging-markets-etf,"	865128000",57.93,-0.73,-1.24,Financials
ASX:SYA,"Sayona Mining Limited (ASX:SYA)",https://www.listcorp.com/asx/sya/sayona-mining,"	854344000",0.081,-0.00,-2.41,Materials
ASX:CCP,"Credit Corp Group Limited (ASX:CCP)",https://www.listcorp.com/asx/ccp/credit-corp-group-limited,"	844029000",12.19,-0.21,-1.69,Financials
ASX:HCW,"HealthCo Healthcare and Wellness REIT (ASX:HCW)",https://www.listcorp.com/asx/hcw/healthco-healthcare-and-wellness-reit,"	832469000",1.45,-0.01,-1.02,"Real Estate"
ASX:DXI,"Dexus Industria REIT (ASX:DXI)",https://www.listcorp.com/asx/dxi/dexus-industria-reit,"	831247000",2.6,-0.02,-0.76,"Real Estate"
ASX:SGF,"SG Fleet Group Limited (ASX:SGF)",https://www.listcorp.com/asx/sgf/sg-fleet-group,"	831023000",2.29,-0.14,-5.76,Industrials
ASX:ADT,"Adriatic Metals Plc (ASX:ADT)",https://www.listcorp.com/asx/adt/adriatic-metals-plc,"	817545000",3.35,-0.07,-2.05,Materials
ASX:VBND,"Vanguard Global Aggregate Bond Index (Hedged) ETF (ASX:VBND)",https://www.listcorp.com/asx/vbnd/vanguard-global-aggregate-bond-index-hedged-etf,"	801500000",39.17,-0.13,-0.33,Financials
ASX:EHE,"Estia Health Limited (ASX:EHE)",https://www.listcorp.com/asx/ehe/estia-health-limited,"	795166000",3.05,-0.01,-0.33,"Health Care"
ASX:AAC,"Australian Agricultural Company Limited (ASX:AAC)",https://www.listcorp.com/asx/aac/australian-agricultural-company-limited,"	783597000",1.325,0.02,1.92,"Consumer Staples"
ASX:IMD,"IMDEX Limited (ASX:IMD)",https://www.listcorp.com/asx/imd/imdex-limited,"	776031000",1.49,-0.03,-1.97,Materials
ASX:PNV,"Polynovo Limited (ASX:PNV)",https://www.listcorp.com/asx/pnv/polynovo-limited,"	773061000",1.155,0.04,3.13,"Health Care"
ASX:HACK,"BetaShares Global Cybersecurity ETF (ASX:HACK)",https://www.listcorp.com/asx/hack/betashares-global-cybersecurity-etf,"	771203000",9.75,-0.17,-1.71,Financials
ASX:WAF,"West African Resources Limited (ASX:WAF)",https://www.listcorp.com/asx/waf/west-african-resources,"	769585000",0.74,-0.01,-1.33,Materials
ASX:OML,"oOh!media Limited (ASX:OML)",https://www.listcorp.com/asx/oml/ooh-media-limited,"	765069000",1.37,-0.05,-3.52,"Communication Services"
ASX:CUV,"Clinuvel Pharmaceuticals Limited (ASX:CUV)",https://www.listcorp.com/asx/cuv/clinuvel-pharmaceuticals-limited,"	763884000",15.67,0.21,1.36,"Health Care"
ASX:IFRA,"VanEck FTSE Global Infrastructure (Hedged) ETF (ASX:IFRA)",https://www.listcorp.com/asx/ifra/vaneck-ftse-global-infrastructure-hedged-etf,"	758587000",17.88,-0.13,-0.72,Financials
